node_id,cluster_id
180,0
14602,0
56021,0
141984,0
5637,0
53070,1
98115,1
30569,1
81380,1
106392,1
15177,2
122423,2
23825,2
155306,2
112699,2
189406,3
47676,3
26891,3
151310,3
110682,3
195430,3
119671,3
27760,4
116547,4
55475,4
188275,4
165551,4
14630,5
81054,5
170718,5
94229,5
11706,5
14579,6
31251,6
34040,6
185460,6
6277,6
30016,7
68783,7
136043,7
74199,7
127055,7
28504,7
28857,8
66217,8
96376,8
95994,8
115102,8
21344,9
68899,9
16643,9
63234,9
185370,9
10968,10
14529,10
157344,10
88523,10
132657,10
7621,11
15646,11
3835,11
19725,11
9583,11
16536,11
6590,11
2430,11
14424,11
787,11
30651,11
29046,11
23304,11
12925,11
1831,11
13346,11
19720,11
21310,11
32627,11
3262,11
131,11
1788,11
173,11
1800,11
9537,11
14331,11
12325,11
14470,11
1821,11
28939,11
6591,11
170,11
204,11
16224,11
15814,11
13420,11
8936,11
4530,11
7195,11
23314,11
10984,11
662,11
32286,11
28156,11
30310,11
14105,11
11727,11
69042,11
1819,11
1825,11
12682,11
1824,11
16767,11
27115,11
8931,11
15651,11
494,11
14101,11
15610,11
47137,11
13343,11
28612,11
9364,11
30005,11
13169,11
7567,11
8554,11
20133,11
14099,11
3495,11
10980,11
1802,11
17094,11
15790,11
23306,11
27067,11
23313,11
17307,11
14030,11
15878,11
29948,11
1827,11
11739,11
4069,11
8914,11
1815,11
3805,11
1816,11
13787,11
2384,11
13697,11
168,11
13769,11
763,11
23305,11
16001,11
28645,11
193,11
8993,11
12929,11
1809,11
29021,11
13345,11
2400,11
206,11
35149,11
17123,11
24429,11
183,11
3129,11
9008,11
3172,11
15542,11
1828,11
1811,11
181,11
27001,11
26713,11
1818,11
29368,11
15119,11
16097,11
12322,11
26952,11
28879,11
12934,11
1820,11
14372,11
9526,11
19718,11
16547,11
17226,11
9020,11
12312,11
27380,11
15449,11
178,11
30072,11
1799,11
29589,11
27102,11
1823,11
27467,11
23302,11
16579,11
433,11
4030,11
5539,11
26,11
8722,11
12340,11
414,11
413,11
480,11
1925,11
19446,11
53463,11
1008,11
3814,11
15623,11
16687,11
9949,11
510,11
19747,11
1423,11
14377,11
17555,11
1826,11
1796,11
15545,11
27920,11
